depth,SampleID,SeqDay,midSeqDay,Start_Date,StartYr,StartMo,StartDay,MidJDay,Duration,Fr_gt_1000,Fr500_1000,Fr125_500,Fr37_125,Fr_lt_37,Fr_lt_125,MassFlux,pcnt_Carb37_125,pcnt_Carb_lt_37,pcnt_Carb_lt_125,CarbFlux,pcnt_Corg37_125,d13Corg37_125,pcnt_Corg_lt_37,d13Corg_lt_37,d13Corg_lt_37_A,pcnt_Corg_lt_125,d13Corg_lt_125,CorgFlux,pcnt_N37_125,d15N37_125,pcnt_N_lt_37,d15N_lt_37,d15N_lt_37_A,pcnt_N_lt_125,d15N_lt_125,d15N_lt_125_A,Nflux,pcnt_Ppart_lt_37,pcnt_Ppart_lt_125,pcnt_Ppart_lt_1000,pcnt_Psuper,PtotalFlux,pcnt_Opal37_125,pcnt_Opal_lt_37,pcnt_Opal_lt_1000est,OpalFlux,pcnt_Lith_lt_1000est,LithFlux,Comments
500,% 3/09-10,11311,11317,2009-03-28,2009,3,28,93,12,23.69,19.92,33.36,nd,nd,73.53,25.08,nd,nd,53.1,13.32,nd,nd,nd,nd,nd,10.78,-22.8,2.7,nd,nd,nd,nd,nd,1.65,2.84,nd,0.41,nd,nd,0.127,1.098,307.23,nd,nd,8.91,2.23,4.54,1.14,nd
500,% 7/09-1,11325,11333,2009-04-11,2009,4,11,108.5,15,10.93,6.24,14.03,nd,nd,15.09,6.17,nd,nd,52.35,3.23,nd,nd,nd,nd,nd,17.12,-23.29,1.06,nd,nd,nd,nd,nd,2.89,3.73,nd,0.18,nd,nd,0.404,3.800,259.53,nd,nd,6.43,0.40,2.61,0.16,nd
500,% 7/09-2,11340,11347,2009-04-26,2009,4,26,123,14,1.21,9.48,13.26,nd,nd,14.34,5.47,nd,nd,56.98,3.12,nd,nd,nd,nd,nd,15.83,-22.63,0.87,nd,nd,nd,nd,nd,3.03,4.13,nd,0.17,nd,nd,nd,nd,nd,nd,nd,3.10,0.17,2.49,0.14,nd
500,% 7/09-3,11354,11362,2009-05-10,2009,5,10,137.5,15,93.36,2.85,7.11,nd,nd,26.4,17.29,nd,nd,59.34,10.26,nd,nd,nd,nd,nd,14.57,-23.41,2.52,nd,nd,nd,nd,nd,2.42,4.02,nd,0.42,nd,nd,0.417,0.756,203.01,nd,nd,6.97,1.21,5.23,0.91,nd
500,% 7/09-4,11369,11376,2009-05-25,2009,5,25,152,14,1.67,1.66,6.05,nd,nd,28.75,5.45,nd,nd,65.96,3.59,nd,nd,nd,nd,nd,19.54,-22.97,1.06,nd,nd,nd,nd,nd,3.24,3.73,nd,0.18,nd,nd,0.470,5.184,307.90,nd,nd,13.56,0.74,5.09,0.28,nd
500,% 7/09-5,11383,11390,2009-06-08,2009,6,8,166,14,22.12,4.03,9.84,nd,nd,36.56,10.37,nd,nd,39.84,4.13,nd,nd,nd,nd,nd,14.73,-22.54,1.53,nd,nd,nd,nd,nd,2.17,4.05,nd,0.22,nd,nd,0.192,1.608,186.53,nd,nd,12.01,1.25,4.66,0.48,nd
500,% 7/09-6,11397,11405,2009-06-22,2009,6,22,180.5,15,8.31,9.59,8.93,nd,nd,36.59,8.46,nd,nd,55.9,4.73,nd,nd,nd,nd,nd,14.18,-22.49,1.2,nd,nd,nd,nd,nd,2.1,3.78,nd,0.18,nd,nd,0.206,1.433,138.64,nd,nd,10.94,0.93,5.77,0.49,nd
500,% 7/09-7,11412,11420,2009-07-07,2009,7,7,195.5,15,26.01,7.12,22.22,nd,nd,111.87,22.29,nd,nd,54.7,12.19,nd,nd,nd,nd,nd,11.9,-22.67,2.65,nd,nd,nd,nd,nd,1.52,2.74,nd,0.34,nd,nd,0.137,0.630,171.05,nd,nd,8.17,1.82,9.36,2.09,nd
500,% 11/09-1,11430,11437,2009-07-25,2009,7,25,213,14,2.56,3.42,7.77,nd,nd,43.71,8.21,nd,nd,34.98,2.87,nd,nd,nd,nd,nd,21.17,-22.47,1.74,nd,nd,nd,nd,nd,3.56,4.91,nd,0.29,nd,nd,0.849,1.532,195.43,nd,nd,10.87,0.89,9.87,0.81,nd
500,% 11/09-2,11444,11451,2009-08-08,2009,8,8,227,14,6.9,6.7,14.06,nd,nd,56.92,12.08,nd,nd,49.28,5.95,nd,nd,nd,nd,nd,13.51,-22.03,1.63,nd,nd,nd,nd,nd,1.91,2.8,nd,0.23,nd,nd,0.395,1.311,206.07,nd,nd,9.72,1.17,11.83,1.43,nd
500,% 11/09-3,11458,11465,2009-08-22,2009,8,22,241,14,13.95,10.91,32.09,nd,nd,383.85,nd,nd,nd,55.36,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,swimmer/fish contamination or anoxic
500,% 11/09-4,11472,11480,2009-09-05,2009,9,5,255.5,15,2.84,1.83,4.47,nd,nd,30.11,5.23,nd,nd,47.2,2.47,nd,nd,nd,nd,nd,11.47,-21.86,0.6,nd,nd,nd,nd,nd,1.75,2.49,nd,0.09,nd,nd,0.136,1.023,60.66,nd,nd,6.14,0.32,10.31,0.54,nd
500,% 11/09-5,11487,11495,2009-09-20,2009,9,20,270.5,15,10.03,2.81,5.87,nd,nd,22.92,5.55,nd,nd,45.54,2.53,nd,nd,nd,nd,nd,16.39,-22.19,0.91,nd,nd,nd,nd,nd,2.89,2.99,nd,0.16,nd,nd,0.631,0.819,80.48,nd,nd,8.22,0.46,16.07,0.89,nd
500,% 11/09-6,11502,11509,2009-10-05,2009,10,5,285,14,21.18,12.1,18.42,nd,nd,66.2,16.84,nd,nd,49.34,8.31,nd,nd,nd,nd,nd,9.59,-23.03,1.61,nd,nd,nd,nd,nd,1.36,2.28,nd,0.23,nd,nd,nd,0.561,nd,nd,nd,nd,nd,nd,nd,nd
500,% 11/09-7,11516,11524,2009-10-19,2009,10,19,299.5,15,7.83,5.17,10.22,nd,nd,60.63,11.18,nd,nd,50.11,5.6,nd,nd,nd,nd,nd,12.65,-22.48,1.41,nd,nd,nd,nd,nd,1.86,3.21,nd,0.21,nd,nd,0.407,0.889,144.85,nd,nd,10.57,1.18,11.89,1.33,nd
500,% 11/09-8,11531,11538,2009-11-03,2009,11,3,314,14,2.58,2.41,8.27,nd,nd,16.22,4.21,nd,nd,64.93,2.73,nd,nd,nd,nd,nd,11.18,-22.49,0.47,nd,nd,nd,nd,nd,1.59,1.93,nd,0.07,nd,nd,0.592,1.067,69.89,nd,nd,10.26,0.43,11.08,0.47,nd
500,% 4/10-1,11551,11559,2009-11-23,2009,11,23,334.5,15,15.2,2.56,6.67,nd,nd,22.91,6.31,nd,nd,33.77,3.21,nd,nd,nd,nd,nd,nd,-21.16,nd,nd,nd,nd,nd,nd,4.13,7.29,nd,0.26,nd,nd,1.131,nd,nd,nd,nd,4.41,0.28,5.45,0.34,swimmer/fish contamination or anoxic
500,% 4/10-2,11566,11573,2009-12-08,2009,12,8,349,14,4.22,2.59,10.43,nd,nd,61.98,11.32,nd,nd,56.62,6.41,nd,nd,nd,nd,nd,12.93,-22.22,1.46,nd,nd,nd,nd,nd,2.03,3.8,nd,0.23,nd,nd,0.429,0.857,145.47,nd,nd,11.11,1.26,6.24,0.71,nd
500,% 4/10-3,11580,11587,2009-12-22,2009,12,22,363,14,4.87,1.51,6.78,nd,nd,25.1,5.47,nd,nd,56.81,3.11,nd,nd,nd,nd,nd,12.98,-22.4,0.71,nd,nd,nd,nd,nd,1.94,2.68,nd,0.11,nd,nd,0.494,1.199,92.55,nd,nd,14.30,0.78,11.23,0.61,nd
500,% 4/10-4,11594,11601,2010-01-05,2010,1,5,12,14,41.34,12.52,24.51,nd,nd,87.85,23.74,nd,nd,52.17,12.39,nd,nd,nd,nd,nd,11.43,-22.21,2.71,nd,nd,nd,nd,nd,1.79,2.31,nd,0.42,nd,nd,0.148,0.546,164.83,nd,nd,9.95,2.36,5.25,1.25,nd
500,% 4/10-5,11608,11615,2010-01-19,2010,1,19,26,14,9.6,21.37,47.87,nd,nd,223.76,43.23,nd,nd,70.03,30.27,nd,nd,nd,nd,nd,8.54,-22.44,3.69,nd,nd,nd,nd,nd,1.2,2.27,nd,0.52,nd,nd,0.124,0.385,219.92,nd,nd,6.49,2.80,2.43,1.05,nd
500,% 4/10-6,11622,11629,2010-02-02,2010,2,2,40,14,7.47,659.53,136.06,nd,nd,87.71,127.25,nd,nd,82.43,104.89,nd,nd,nd,nd,nd,11.7,-22.63,14.89,nd,nd,nd,nd,nd,1.86,2.93,nd,2.37,nd,nd,0.080,0.727,1026.59,nd,nd,nd,nd,nd,nd,nd
500,% 4/10-7,11636,11643,2010-02-16,2010,2,16,54,14,9.93,6.1,20.09,nd,nd,52.25,12.62,nd,nd,63.13,7.97,nd,nd,nd,nd,nd,11.92,-22.75,1.5,nd,nd,nd,nd,nd,1.8,1.07,nd,0.23,nd,nd,0.157,0.928,137.03,nd,nd,10.42,1.32,3.04,0.38,nd
500,% 4/10-8,11650,11657,2010-03-02,2010,3,2,68,14,23.9,65.03,55.35,nd,nd,216.35,51.52,nd,nd,60.9,31.38,nd,nd,nd,nd,nd,8.52,-23.04,4.39,nd,nd,nd,nd,nd,1.19,-0.17,nd,0.61,nd,nd,0.130,0.328,236.02,nd,nd,9.34,4.81,3.25,1.68,nd
500,% 4/10-9,11664,11671,2010-03-16,2010,3,16,82,14,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,sample lost
500,% 4/10-10,11678,11685,2010-03-30,2010,3,30,96,14,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,sample lost
500,% 7/10-1,11694,11702,2010-04-15,2010,4,15,112.5,15,53.96,34.01,71.69,nd,nd,100.91,34.74,nd,nd,17.9,17.66,nd,nd,nd,nd,nd,nd,-22.85,nd,nd,nd,nd,nd,nd,3.22,4.62,nd,1.12,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,swimmer/fish contamination or anoxic
500,% 7/10-2,11709,11717,2010-04-30,2010,4,30,127.5,15,86.09,39.16,68.45,nd,nd,38.96,31.02,nd,nd,43.44,13.48,nd,nd,nd,nd,nd,18.59,-21.86,5.77,nd,nd,nd,nd,nd,3.04,3.2,nd,0.94,nd,nd,0.159,0.704,267.68,nd,nd,6.51,2.02,1.79,0.55,nd
500,% 7/10-3,11724,11731,2010-05-15,2010,5,15,142,14,24.27,8.98,17.54,nd,nd,50.76,14.51,nd,nd,39.97,5.8,nd,nd,nd,nd,nd,17.43,-22,2.53,nd,nd,nd,nd,nd,2.71,3.53,nd,0.39,nd,nd,0.920,1.257,315.85,nd,nd,10.75,1.56,3.62,0.53,nd
500,% 7/10-4,11738,11746,2010-05-29,2010,5,29,156.5,15,15.94,12.89,27.38,nd,nd,146.31,27,nd,nd,59.28,16.01,nd,nd,nd,nd,nd,11.56,-21.79,3.12,nd,nd,nd,nd,nd,1.81,4.02,nd,0.49,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
500,% 7/10-5,11753,11761,2010-06-13,2010,6,13,171.5,15,13.83,5.42,22.61,nd,nd,193.79,31.42,nd,nd,61.03,19.18,nd,nd,nd,nd,nd,11.1,-22.18,3.49,nd,nd,nd,nd,nd,1.69,3.3,nd,0.53,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
500,% 7/10-6,11768,11776,2010-06-28,2010,6,28,186.5,15,2.83,1.59,6.43,nd,nd,32.19,5.74,nd,nd,50.47,2.9,nd,nd,nd,nd,nd,15.5,-22.26,0.89,nd,nd,nd,nd,nd,2.67,3.7,nd,0.15,nd,nd,0.343,1.594,111.12,nd,nd,15.35,0.88,6.00,0.34,nd
500,% 11/10-1,11785,11793,2010-07-15,2010,7,15,203.5,15,24.28,3.01,9.96,nd,nd,81.82,15.87,nd,nd,58.49,9.29,nd,nd,nd,nd,nd,13.05,-21.97,2.07,nd,nd,nd,nd,nd,2.13,3.5,nd,0.34,nd,nd,0.309,1.545,294.35,nd,nd,8.51,1.35,7.92,1.26,nd
500,% 11/10-2,11800,11808,2010-07-30,2010,7,30,218.5,15,1.4,8.42,36.51,nd,nd,233.12,37.26,nd,nd,32.83,18.94,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,swimmer/fish contamination or anoxic
500,% 11/10-3,11815,11823,2010-08-14,2010,8,14,233.5,15,17.1,4.57,21.13,nd,nd,128.56,22.85,nd,nd,62.47,14.27,nd,nd,nd,nd,nd,9.72,-22.29,2.22,nd,nd,nd,nd,nd,1.35,1.99,nd,0.31,nd,nd,0.151,0.622,176.60,nd,nd,5.44,1.24,8.36,1.91,nd
500,% 11/10-4,11830,11838,2010-08-29,2010,8,29,248.5,15,29.97,4.58,17.72,nd,nd,168.12,29.38,nd,nd,50.69,14.9,nd,nd,nd,nd,nd,14.2,-21.13,4.17,nd,nd,nd,nd,nd,2.52,3.34,nd,0.74,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
500,% 11/10-5,11845,11853,2010-09-13,2010,9,13,263.5,15,4.11,8.23,244.34,nd,nd,5234.88,732.21,nd,nd,97.91,716.91,nd,nd,nd,nd,nd,1.16,-20.49,8.48,nd,nd,nd,nd,nd,0.18,2.23,nd,1.34,nd,nd,0.058,0.005,463.49,nd,nd,0.87,6.39,0.47,3.46,Hurricane Igor plume
500,% 11/10-6,11860,11867,2010-09-28,2010,9,28,278,14,13.66,13.54,26.78,nd,nd,2181.12,319.3,nd,nd,75.15,239.96,nd,nd,nd,nd,nd,3.61,-22.2,11.54,nd,nd,nd,nd,nd,0.58,3.24,nd,1.85,nd,nd,nd,0.002,nd,nd,nd,nd,nd,nd,nd,Hurricane Igor plume
500,% 11/10-7,11874,11881,2010-10-12,2010,10,12,292,14,16.41,5.06,16.75,nd,nd,28.43,9.52,nd,nd,73.42,6.99,nd,nd,nd,nd,nd,7.78,-22.75,0.74,nd,nd,nd,nd,nd,1.15,4.06,nd,0.11,nd,nd,0.250,0.157,38.78,nd,nd,2.59,0.25,4.87,0.46,Hurricane Igor plume
500,% 11/10-8,11888,11895,2010-10-26,2010,10,26,306,14,25.31,9.13,18.85,nd,nd,55.48,15.54,nd,nd,70.62,10.97,nd,nd,nd,nd,nd,8.76,-22.4,1.36,nd,nd,nd,nd,nd,1.43,3.54,nd,0.22,nd,nd,0.166,1.216,214.64,nd,nd,5.10,0.79,6.12,0.95,Hurricane Igor plume
500,% 11/10-9,11902,11909,2010-11-09,2010,11,9,320,14,24.79,2.95,12.64,nd,nd,108.82,21.31,nd,nd,57.34,12.22,nd,nd,nd,nd,nd,12.35,-21.6,2.63,nd,nd,nd,nd,nd,2.09,4.66,nd,0.44,nd,nd,0.552,0.265,174.19,nd,nd,5.45,1.16,7.66,1.63,Hurricane Igor plume
500,% 4/13-1,12651,12659,2012-11-27,2012,11,27,339.5,15,23.53,3.45,6.17,nd,nd,42.42,10.08,nd,nd,68.88,6.94,nd,nd,nd,nd,nd,4.65,-23.03,0.47,nd,nd,nd,nd,nd,0.64,2.19,nd,0.06,nd,nd,0.073,0.069,14.30,nd,nd,5.20,0.52,3.26,0.33,nd
500,% 4/13-2,12666,12674,2012-12-12,2012,12,12,355,16,3.23,6.14,8.86,nd,nd,11.83,3.76,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,2.253,nd,nd,nd,nd,nd,nd,nd,swimmer/fish contamination or anoxic
500,% 4/13-3,12682,12690,2012-12-28,2012,12,28,371,16,11.57,180.59,126.46,nd,nd,49.51,46.02,nd,nd,47.67,21.94,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.649,nd,nd,nd,nd,nd,nd,nd,swimmer/fish contamination or anoxic
500,% 4/13-4,12698,12706,2013-01-13,2013,1,13,21,16,8.35,47.3,81.87,nd,nd,120.8,32.29,nd,nd,65.75,21.23,nd,nd,nd,nd,nd,7.4,-22.71,2.39,nd,nd,nd,nd,nd,1.01,1.26,nd,0.32,nd,nd,0.091,0.066,50.57,nd,nd,14.01,4.53,3.00,0.97,nd
500,% 4/13-5,12714,12722,2013-01-29,2013,1,29,36.5,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,sample lost
500,% 4/13-6,12729,12737,2013-02-13,2013,2,13,51.5,15,42.53,111.41,69.51,nd,nd,329.05,73.67,nd,nd,67.18,49.49,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.156,nd,nd,nd,nd,nd,nd,nd,swimmer/fish contamination or anoxic
500,% 4/13-7,12744,12752,2013-02-28,2013,2,28,67,16,36.99,52.23,56.34,nd,nd,448.25,74.23,nd,nd,67.52,50.12,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.082,nd,nd,nd,nd,nd,nd,nd,swimmer/fish contamination or anoxic
500,% 4/13-8,12760,12768,2013-03-16,2013,3,16,82.5,15,27.06,133.89,62.5,nd,nd,520.34,99.17,nd,nd,62.44,61.92,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,swimmer/fish contamination or anoxic
500,% 4/13-9,12775,12783,2013-03-31,2013,3,31,97.5,15,56.52,29.46,43.44,nd,nd,236.23,48.75,nd,nd,61.01,29.74,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.224,nd,nd,nd,nd,nd,nd,nd,swimmer/fish contamination or anoxic
500,% 7/13-1,12793,12801,2013-04-18,2013,4,18,116,16,28.13,32.43,18.37,nd,nd,120.34,24.91,nd,nd,51.2,12.76,nd,nd,nd,nd,nd,13.88,-22.31,3.46,nd,nd,nd,nd,nd,2.34,1.01,nd,0.58,nd,nd,0.453,1.250,424.16,nd,nd,6.80,1.69,5.73,1.43,nd
500,% 7/13-2,12809,12817,2013-05-04,2013,5,4,131.5,15,64.57,11.23,14.99,nd,nd,77.07,22.38,nd,nd,53.59,11.99,nd,nd,nd,nd,nd,11.47,-22.86,2.57,nd,nd,nd,nd,nd,1.83,3.8,nd,0.41,nd,nd,nd,0.621,nd,nd,nd,6.23,1.39,4.73,1.06,nd
500,% 7/13-3,12824,12832,2013-05-19,2013,5,19,146.5,15,126.07,5.17,11.74,nd,nd,99.28,32.3,nd,nd,40.84,13.19,nd,nd,nd,nd,nd,13.16,-22.26,4.25,nd,nd,nd,nd,nd,2.26,5.41,nd,0.73,nd,nd,1.229,0.267,483.19,nd,nd,4.35,1.40,4.71,1.52,nd
500,% 7/13-4,12839,12847,2013-06-03,2013,6,3,161.5,15,98.93,5.38,19.6,nd,nd,162.42,38.18,nd,nd,67.42,25.74,nd,nd,nd,nd,nd,11.89,-22.32,4.54,nd,nd,nd,nd,nd,1.97,4.82,nd,0.75,nd,nd,0.817,0.133,362.61,nd,nd,10.46,3.99,5.82,2.22,swimmer/fish contamination or anoxic
500,% 7/13-5,12854,12861,2013-06-18,2013,6,18,176,14,129.64,11.26,28.87,nd,nd,173.09,48.98,nd,nd,59.48,29.13,nd,nd,nd,nd,nd,10.91,-22.1,5.35,nd,nd,nd,nd,nd,1.85,4.34,nd,0.91,nd,nd,0.283,0.072,174.15,nd,nd,8.32,4.07,6.44,3.15,nd
500,% 7/13-6,12868,12875,2013-07-02,2013,7,2,190,14,14.82,5.06,7.27,nd,nd,32.55,8.53,nd,nd,44.55,3.8,nd,nd,nd,nd,nd,18.39,-22.36,1.57,nd,nd,nd,nd,nd,2.97,3,nd,0.25,nd,nd,0.623,1.838,209.83,nd,nd,5.19,0.44,7.14,0.61,swimmer/fish contamination or anoxic
500,% 11/13-1,12884,12892,2013-07-18,2013,7,18,207,16,13.48,13.71,16.5,nd,nd,55.02,12.34,nd,nd,30.32,6.27,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,swimmer/fish contamination or anoxic
500,% 11/13-2,12900,12908,2013-08-03,2013,8,3,222.5,15,1.56,21.3,28.47,nd,nd,160.07,28.19,nd,nd,32.04,14.33,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,swimmer/fish contamination or anoxic
500,% 11/13-3,12915,12923,2013-08-18,2013,8,18,237.5,15,34.06,9.61,23.94,nd,nd,130.36,26.4,nd,nd,25.67,13.42,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,swimmer/fish contamination or anoxic
500,% 11/13-4,12930,12938,2013-09-02,2013,9,2,253,16,12.82,5.19,7.16,nd,nd,10.51,4.46,nd,nd,13.94,2.27,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,swimmer/fish contamination or anoxic
500,% 11/13-5,12946,12954,2013-09-18,2013,9,18,269,16,18.87,41.5,37.04,nd,nd,63.63,20.13,nd,nd,35.68,7.18,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
500,% 11/13-6,12962,12970,2013-10-04,2013,10,4,285,16,7.53,4.99,7.81,nd,nd,26.56,5.86,nd,nd,45.44,2.66,nd,nd,nd,nd,nd,12.14,-22.93,0.71,nd,nd,nd,nd,nd,1.86,2.59,nd,0.11,nd,nd,nd,0.332,nd,nd,nd,nd,nd,nd,nd,nd
500,% 11/13-7,12978,12986,2013-10-20,2013,10,20,301,16,11.83,2.57,4.42,nd,nd,5.31,3.02,nd,nd,35.92,1.08,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
500,% 4/14-1,12998,13006,2013-11-09,2013,11,9,321,16,2.83,5.17,8.68,nd,nd,11.49,3.52,nd,nd,nd,nd,nd,nd,nd,nd,nd,10.36,-22.1,0.36,nd,nd,nd,nd,nd,1.65,2.51,nd,0.06,nd,nd,nd,0.997,nd,nd,nd,nd,nd,nd,nd,swimmer/fish contamination or anoxic
500,% 4/14-2,13012,13020,2013-11-23,2013,11,23,334.5,15,8.98,5.02,10.13,nd,nd,50.74,9.98,nd,nd,65.01,6.49,nd,nd,nd,nd,nd,9.36,-22.94,0.93,nd,nd,nd,nd,nd,1.34,1.28,nd,0.13,nd,nd,0.282,0.753,103.29,nd,nd,6.41,0.64,8.97,0.90,nd
500,% 4/14-3,13027,13035,2013-12-08,2013,12,8,349.5,15,17.15,4.81,14.97,nd,nd,88.03,16.66,nd,nd,63.56,10.59,nd,nd,nd,nd,nd,10.03,-22.57,1.67,nd,nd,nd,nd,nd,1.49,2.02,nd,0.25,nd,nd,0.289,0.891,196.52,nd,nd,8.84,1.47,9.88,1.65,nd
500,% 4/14-4,13042,13050,2013-12-23,2013,12,23,364.5,15,19.57,7.08,33.96,nd,nd,298.57,47.89,nd,nd,69.85,33.45,nd,nd,nd,nd,nd,7.33,-22.72,3.51,nd,nd,nd,nd,nd,1,1.36,nd,0.48,nd,nd,0.140,0.332,226.12,nd,nd,10.34,4.95,5.67,2.72,nd
500,% 4/14-5,13057,13064,2014-01-07,2014,1,7,14,14,11.86,4.1,19.87,nd,nd,78.5,16.33,nd,nd,60.8,9.93,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
500,% 4/14-6,13071,13078,2014-01-21,2014,1,21,28,14,12.71,3.47,15.11,nd,nd,95.48,18.11,nd,nd,62.98,11.41,nd,nd,nd,nd,nd,10.1,-22.69,1.83,nd,nd,nd,nd,nd,1.46,1.34,nd,0.26,nd,nd,0.089,0.544,114.61,nd,nd,10.46,1.89,2.79,0.51,nd
500,% 4/14-7,13085,13092,2014-02-04,2014,2,4,42,14,3.54,3.9,19.51,nd,nd,96.24,17.6,nd,nd,62.62,11.02,nd,nd,nd,nd,nd,8.56,-22.98,1.51,nd,nd,nd,nd,nd,1.18,0.9,nd,0.21,nd,nd,0.120,0.124,42.93,nd,nd,13.54,2.38,7.38,1.30,nd
500,% 4/14-8,13099,13106,2014-02-18,2014,2,18,56,14,2.07,2.25,15.4,nd,nd,1.11,2.97,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.422,nd,nd,nd,nd,nd,nd,nd,swimmer/fish contamination or anoxic
500,% 4/14-8,13113,13120,2014-03-04,2014,3,4,70,14,0,1.07,5.67,nd,nd,19.35,3.73,nd,nd,59.15,2.2,nd,nd,nd,nd,nd,10.52,-22.56,0.39,nd,nd,nd,nd,nd,1.73,3.04,nd,0.06,nd,nd,0.226,1.445,62.29,nd,nd,15.65,0.58,4.29,0.16,swimmer/fish contamination or anoxic
500,% 4/14-10,13127,13134,2014-03-18,2014,3,18,84,14,23.57,10,29.42,nd,nd,7.75,10.11,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,swimmer/fish contamination or anoxic
500,% 4/14-11,13141,13148,2014-04-01,2014,4,1,98,14,14.44,6.76,20.41,nd,nd,64.14,15.11,nd,nd,63.72,9.63,nd,nd,nd,nd,nd,9.67,-22.48,1.46,nd,nd,nd,nd,nd,1.42,1.78,nd,0.22,nd,nd,0.089,0.335,64.12,nd,nd,1.23,0.19,1.33,0.20,nd
500,% 10/14-1,13160,13168,2014-04-20,2014,4,20,117.5,15,0.87,7.85,17.38,nd,nd,148.32,23.25,nd,nd,nd,nd,nd,nd,nd,nd,nd,34.11,-24.77,7.93,nd,nd,nd,nd,nd,3.18,3.95,nd,0.74,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,swimmer/fish contamination or anoxic
500,% 10/14-2,13175,13183,2014-05-05,2014,5,5,132.5,15,1.26,12.94,27.26,nd,nd,207.28,33.17,nd,nd,49.24,16.33,nd,nd,nd,nd,nd,17.2,-23.75,5.71,nd,nd,nd,nd,nd,1.85,2.85,nd,0.61,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
500,% 10/14-3,13190,13198,2014-05-20,2014,5,20,147.5,15,3.34,6.38,18.61,nd,nd,206.02,31.25,nd,nd,41.97,13.11,nd,nd,nd,nd,nd,18.55,-23.5,5.8,nd,nd,nd,nd,nd,2.18,3.06,nd,0.68,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
